date_utc,residence,badge,logements,erreur
2026-07-07 23:31,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-07 23:31,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-07 23:31,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-07 23:31,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-08 00:01,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-08 00:01,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-08 00:01,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-08 00:01,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-08 00:01,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-08 00:01,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-08 00:01,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-08 00:01,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-08 00:31,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-08 00:31,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-08 00:31,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-08 00:31,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-08 00:31,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-08 00:31,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-08 00:31,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-08 00:31,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-08 01:01,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-08 01:01,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-08 01:01,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-08 01:01,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-08 01:01,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-08 01:01,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-08 01:01,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-08 01:01,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-08 01:31,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-08 01:31,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-08 01:31,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-08 01:31,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-08 01:31,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-08 01:31,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-08 01:31,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-08 01:31,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-08 02:01,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-08 02:01,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-08 02:01,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-08 02:01,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-08 02:01,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-08 02:01,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-08 02:01,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-08 02:01,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-08 02:31,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-08 02:31,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-08 02:31,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-08 02:31,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-08 02:31,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-08 02:31,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-08 02:31,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-08 02:31,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-08 03:01,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-08 03:01,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-08 03:01,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-08 03:01,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-08 03:01,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-08 03:01,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-08 03:01,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-08 03:01,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-08 03:31,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-08 03:31,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-08 03:31,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-08 03:31,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-08 03:31,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-08 03:31,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-08 03:31,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-08 03:31,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-08 03:39,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-08 03:39,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-08 03:39,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-08 03:39,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-08 03:39,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-08 03:39,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-08 03:39,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-08 03:39,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-08 04:01,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-08 04:01,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-08 04:01,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-08 04:01,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-08 04:01,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-08 04:01,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-08 04:01,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-08 04:01,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-08 04:31,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-08 04:31,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-08 04:31,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-08 04:31,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-08 04:31,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-08 04:31,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-08 04:31,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-08 04:31,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-08 05:01,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-08 05:01,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-08 05:01,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-08 05:01,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-08 05:01,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-08 05:01,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-08 05:01,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-08 05:01,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-08 05:31,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-08 05:31,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-08 05:31,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-08 05:31,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-08 05:31,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-08 05:31,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-08 05:31,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-08 05:31,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-08 06:01,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-08 06:01,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-08 06:01,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-08 06:01,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-08 06:01,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-08 06:01,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-08 06:01,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-08 06:01,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-08 06:31,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-08 06:31,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-08 06:31,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-08 06:31,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-08 06:31,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-08 06:31,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-08 06:31,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-08 06:31,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-08 06:36,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-08 06:36,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-08 06:36,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-08 06:36,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-08 06:36,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-08 06:36,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-08 06:36,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-08 06:36,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-08 07:01,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-08 07:01,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-08 07:01,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-08 07:01,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-08 07:01,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-08 07:01,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-08 07:01,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-08 07:01,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-08 07:31,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-08 07:31,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-08 07:31,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-08 07:31,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-08 07:31,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-08 07:31,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-08 07:31,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-08 07:31,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-08 08:01,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-08 08:01,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-08 08:01,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-08 08:01,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-08 08:01,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-08 08:01,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-08 08:01,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-08 08:01,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-08 08:31,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-08 08:31,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-08 08:31,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-08 08:31,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-08 08:31,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-08 08:31,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-08 08:31,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-08 08:31,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-08 09:01,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-08 09:01,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-08 09:01,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-08 09:01,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-08 09:01,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-08 09:01,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-08 09:01,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-08 09:01,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-08 09:31,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-08 09:31,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-08 09:31,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-08 09:31,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-08 09:31,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-08 09:31,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-08 09:31,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-08 09:31,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-08 10:01,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-08 10:01,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-08 10:01,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-08 10:01,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-08 10:01,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-08 10:01,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-08 10:01,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-08 10:01,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-08 10:29,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-08 10:29,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-08 10:29,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-08 10:29,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-08 10:29,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-08 10:29,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-08 10:29,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-08 10:29,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-08 10:31,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-08 10:31,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-08 10:31,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-08 10:31,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-08 10:31,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-08 10:31,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-08 10:31,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-08 10:31,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-08 11:01,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-08 11:01,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-08 11:01,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-08 11:01,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-08 11:01,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-08 11:01,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-08 11:01,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-08 11:01,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-08 11:31,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-08 11:31,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-08 11:31,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-08 11:31,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-08 11:31,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-08 11:31,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-08 11:31,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-08 11:31,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-08 12:01,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-08 12:01,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-08 12:01,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-08 12:01,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-08 12:01,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-08 12:01,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-08 12:01,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-08 12:01,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-08 12:31,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-08 12:31,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-08 12:31,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-08 12:31,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-08 12:31,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-08 12:31,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-08 12:31,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-08 12:31,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-08 13:01,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-08 13:01,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-08 13:01,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-08 13:01,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-08 13:01,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-08 13:01,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-08 13:01,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-08 13:01,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-08 13:31,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-08 13:31,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-08 13:31,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-08 13:31,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-08 13:31,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-08 13:31,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-08 13:31,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-08 13:31,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-08 14:01,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-08 14:01,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-08 14:01,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-08 14:01,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-08 14:01,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-08 14:01,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
2026-07-08 14:01,Fac-Habitat Jean Jaurès (Ivry-sur-Seine),Complet,T1=Complet,-
2026-07-08 14:01,Fac-Habitat Gondoles (Choisy-le-Roi),Dispo à venir,T1=Complet,-
2026-07-08 14:31,Fac-Habitat Adélaïde (Bourg-la-Reine),Dispo à venir,T1=Complet,-
2026-07-08 14:31,Fac-Habitat Hortense Wild (Châtillon),Complet,T1=Complet,-
2026-07-08 14:31,Fac-Habitat Erwin Guldner (Sceaux),Complet,T1=Complet,-
2026-07-08 14:31,Fac-Habitat Julie Victoire Daubié (Malakoff),Complet,T1=Complet,-
2026-07-08 14:31,Fac-Habitat Pierre Ringenbach (Sceaux),Dispo à venir,T1=Complet,-
2026-07-08 14:31,Fac-Habitat Val de Bièvre (Gentilly),Dispo à venir,T1 BIS=Complet ; T2=Complet,-
